,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FGA,FG%,3P,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,height
15,61.0,0.0,0.0,0.479,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.7,5.3,0.0,0.0,0.0,0.0,0.0,698.0,0.413,0.0,0.0,0.0,698.0,0.413,0.413,203.0,262.0,0.775,0.0,0.0,0.0,149.0,0.0,0.0,229.0,779.0,185.0
22,31.0,0.0,0.0,0.392,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.354,0.0,0.0,0.0,48.0,0.354,0.354,13.0,27.0,0.481,0.0,0.0,0.0,8.0,0.0,0.0,16.0,47.0,190.0
84,64.0,0.0,0.0,0.548,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,1.4,17.9,0.0,0.0,0.0,0.0,0.0,1090.0,0.478,0.0,0.0,0.0,1090.0,0.478,0.478,454.0,623.0,0.729,0.0,0.0,0.0,162.0,0.0,0.0,221.0,1496.0,188.0
88,10.0,0.0,0.0,0.311,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,13.0,0.308,0.0,0.0,0.0,13.0,0.308,0.308,2.0,7.0,0.286,0.0,0.0,0.0,1.0,0.0,0.0,17.0,10.0,190.0
89,68.0,0.0,0.0,0.454,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.2,3.6,0.0,0.0,0.0,0.0,0.0,284.0,0.38,0.0,0.0,0.0,284.0,0.38,0.38,112.0,175.0,0.64,0.0,0.0,0.0,89.0,0.0,0.0,136.0,328.0,190.0
100,63.0,0.0,0.0,0.416,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,278.0,0.32,0.0,0.0,0.0,278.0,0.32,0.32,118.0,176.0,0.67,0.0,0.0,0.0,48.0,0.0,0.0,122.0,296.0,188.0
101,44.0,0.0,0.0,0.405,0.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.3,1.9,0.0,0.0,0.0,0.0,0.0,209.0,0.311,0.0,0.0,0.0,209.0,0.311,0.311,84.0,125.0,0.672,0.0,0.0,0.0,39.0,0.0,0.0,99.0,214.0,190.0
102,19.0,0.0,0.0,0.448,0.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,69.0,0.348,0.0,0.0,0.0,69.0,0.348,0.348,34.0,51.0,0.667,0.0,0.0,0.0,9.0,0.0,0.0,23.0,82.0,201.0
118,54.0,0.0,0.0,0.456,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,-0.3,3.8,0.0,0.0,0.0,0.0,0.0,618.0,0.353,0.0,0.0,0.0,618.0,0.353,0.353,268.0,350.0,0.766,0.0,0.0,0.0,90.0,0.0,0.0,201.0,704.0,178.0
132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,201.0
143,54.0,0.0,0.0,0.341,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,3.2,1.4,0.0,0.0,0.0,0.0,0.0,579.0,0.282,0.0,0.0,0.0,579.0,0.282,0.282,122.0,177.0,0.689,0.0,0.0,0.0,141.0,0.0,0.0,260.0,448.0,206.0
144,16.0,0.0,0.0,0.348,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.0,102.0,0.245,0.0,0.0,0.0,102.0,0.245,0.245,35.0,46.0,0.761,0.0,0.0,0.0,24.0,0.0,0.0,54.0,85.0,183.0
145,38.0,0.0,0.0,0.339,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,2.9,1.3,0.0,0.0,0.0,0.0,0.0,477.0,0.289,0.0,0.0,0.0,477.0,0.289,0.289,87.0,131.0,0.664,0.0,0.0,0.0,117.0,0.0,0.0,206.0,363.0,185.0
150,62.0,0.0,0.0,0.313,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,1.6,-1.0,0.0,0.0,0.0,0.0,0.0,495.0,0.267,0.0,0.0,0.0,495.0,0.267,0.267,77.0,115.0,0.67,0.0,0.0,0.0,108.0,0.0,0.0,231.0,341.0,208.0
151,2.0,0.0,0.0,0.376,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,8.0,0.375,0.0,0.0,0.0,8.0,0.375,0.375,1.0,3.0,0.333,0.0,0.0,0.0,2.0,0.0,0.0,8.0,7.0,201.0
152,36.0,0.0,0.0,0.316,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,1.0,-0.6,0.0,0.0,0.0,0.0,0.0,319.0,0.266,0.0,0.0,0.0,319.0,0.266,0.266,53.0,76.0,0.697,0.0,0.0,0.0,64.0,0.0,0.0,149.0,223.0,190.0
153,24.0,0.0,0.0,0.302,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,168.0,0.262,0.0,0.0,0.0,168.0,0.262,0.262,23.0,36.0,0.639,0.0,0.0,0.0,42.0,0.0,0.0,74.0,111.0,190.0
169,65.0,0.0,0.0,0.361,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.4,0.8,0.0,0.0,0.0,0.0,0.0,321.0,0.277,0.0,0.0,0.0,321.0,0.277,0.277,92.0,120.0,0.767,0.0,0.0,0.0,42.0,0.0,0.0,143.0,270.0,206.0
170,21.0,0.0,0.0,0.351,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.6,0.2,0.0,0.0,0.0,0.0,0.0,127.0,0.244,0.0,0.0,0.0,127.0,0.244,0.244,45.0,58.0,0.776,0.0,0.0,0.0,14.0,0.0,0.0,48.0,107.0,188.0
171,44.0,0.0,0.0,0.368,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.8,0.6,0.0,0.0,0.0,0.0,0.0,194.0,0.299,0.0,0.0,0.0,194.0,0.299,0.299,47.0,62.0,0.758,0.0,0.0,0.0,28.0,0.0,0.0,95.0,163.0,206.0
172,68.0,0.0,0.0,0.487,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,5.8,21.1,0.0,0.0,0.0,0.0,0.0,1595.0,0.407,0.0,0.0,0.0,1595.0,0.407,0.407,567.0,728.0,0.779,0.0,0.0,0.0,197.0,0.0,0.0,297.0,1865.0,206.0
174,8.0,0.0,0.0,0.446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,21.0,0.238,0.0,0.0,0.0,21.0,0.238,0.238,17.0,21.0,0.81,0.0,0.0,0.0,4.0,0.0,0.0,22.0,27.0,178.0
175,2.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.333,0.0,0.0,0.0,3.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,178.0
187,5.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,21.0,0.19,0.0,0.0,0.0,21.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,8.0,190.0
206,64.0,0.0,0.0,0.484,0.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,1.8,8.5,0.0,0.0,0.0,0.0,0.0,648.0,0.373,0.0,0.0,0.0,648.0,0.373,0.373,341.0,463.0,0.737,0.0,0.0,0.0,91.0,0.0,0.0,246.0,825.0,183.0
207,46.0,0.0,0.0,0.472,0.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.3,5.2,0.0,0.0,0.0,0.0,0.0,451.0,0.366,0.0,0.0,0.0,451.0,0.366,0.366,226.0,315.0,0.717,0.0,0.0,0.0,73.0,0.0,0.0,180.0,556.0,193.0
208,18.0,0.0,0.0,0.513,0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.5,3.3,0.0,0.0,0.0,0.0,0.0,197.0,0.391,0.0,0.0,0.0,197.0,0.391,0.391,115.0,148.0,0.777,0.0,0.0,0.0,18.0,0.0,0.0,66.0,269.0,183.0
225,62.0,0.0,0.0,0.472,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,5.1,0.0,0.0,0.0,0.0,0.0,390.0,0.428,0.0,0.0,0.0,390.0,0.428,0.428,111.0,185.0,0.6,0.0,0.0,0.0,33.0,0.0,0.0,198.0,445.0,190.0
231,7.0,0.0,0.0,0.325,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,29.0,0.31,0.0,0.0,0.0,29.0,0.31,0.31,4.0,11.0,0.364,0.0,0.0,0.0,8.0,0.0,0.0,14.0,22.0,198.0
237,62.0,0.0,0.0,0.423,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.2,4.6,0.0,0.0,0.0,0.0,0.0,598.0,0.344,0.0,0.0,0.0,598.0,0.344,0.344,213.0,321.0,0.664,0.0,0.0,0.0,92.0,0.0,0.0,228.0,625.0,206.0
239,67.0,0.0,0.0,0.38,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,222.0,0.347,0.0,0.0,0.0,222.0,0.347,0.347,28.0,39.0,0.718,0.0,0.0,0.0,24.0,0.0,0.0,90.0,182.0,185.0
240,65.0,0.0,0.0,0.471,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.8,7.0,0.0,0.0,0.0,0.0,0.0,679.0,0.405,0.0,0.0,0.0,679.0,0.405,0.405,220.0,313.0,0.703,0.0,0.0,0.0,155.0,0.0,0.0,257.0,770.0,201.0
244,69.0,0.0,0.0,0.401,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.5,4.3,0.0,0.0,0.0,0.0,0.0,922.0,0.324,0.0,0.0,0.0,922.0,0.324,0.324,274.0,373.0,0.735,0.0,0.0,0.0,136.0,0.0,0.0,244.0,872.0,198.0
245,17.0,0.0,0.0,0.392,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,1.2,0.0,0.0,0.0,0.0,0.0,153.0,0.307,0.0,0.0,0.0,153.0,0.307,0.307,52.0,75.0,0.693,0.0,0.0,0.0,39.0,0.0,0.0,63.0,146.0,196.0
246,52.0,0.0,0.0,0.403,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6,3.1,0.0,0.0,0.0,0.0,0.0,769.0,0.328,0.0,0.0,0.0,769.0,0.328,0.328,222.0,298.0,0.745,0.0,0.0,0.0,97.0,0.0,0.0,181.0,726.0,188.0
253,62.0,0.0,0.0,0.498,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,-0.3,4.0,0.0,0.0,0.0,0.0,0.0,366.0,0.41,0.0,0.0,0.0,366.0,0.41,0.41,196.0,300.0,0.653,0.0,0.0,0.0,84.0,0.0,0.0,190.0,496.0,196.0
326,48.0,0.0,0.0,0.429,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.7,0.0,0.0,0.0,0.0,0.0,336.0,0.375,0.0,0.0,0.0,336.0,0.375,0.375,74.0,100.0,0.74,0.0,0.0,220.0,60.0,0.0,0.0,197.0,326.0,198.0
327,32.0,0.0,0.0,0.436,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,0.0,203.0,0.384,0.0,0.0,0.0,203.0,0.384,0.384,45.0,63.0,0.714,0.0,0.0,135.0,40.0,0.0,0.0,130.0,201.0,190.0
328,16.0,0.0,0.0,0.419,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.7,0.0,0.0,0.0,0.0,0.0,133.0,0.361,0.0,0.0,0.0,133.0,0.361,0.361,29.0,37.0,0.784,0.0,0.0,85.0,20.0,0.0,0.0,67.0,125.0,211.0
359,3.0,0.0,0.0,0.347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,4.0,185.0
361,68.0,0.0,0.0,0.409,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.6,4.5,0.0,0.0,0.0,0.0,0.0,944.0,0.346,0.0,0.0,0.0,944.0,0.346,0.346,261.0,396.0,0.659,0.0,0.0,681.0,90.0,0.0,0.0,247.0,915.0,190.0
369,66.0,0.0,0.0,0.552,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,3.3,18.0,0.0,0.0,0.0,0.0,0.0,1046.0,0.47,0.0,0.0,0.0,1046.0,0.47,0.47,445.0,566.0,0.786,0.0,0.0,709.0,156.0,0.0,0.0,237.0,1429.0,188.0
370,68.0,0.0,0.0,0.448,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.365,0.0,0.0,0.0,449.0,0.365,0.365,172.0,248.0,0.694,0.0,0.0,539.0,158.0,0.0,0.0,216.0,500.0,188.0
394,63.0,0.0,0.0,0.438,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,3.6,0.0,0.0,0.0,0.0,0.0,600.0,0.372,0.0,0.0,0.0,600.0,0.372,0.372,182.0,265.0,0.687,0.0,0.0,338.0,91.0,0.0,0.0,237.0,628.0,196.0
395,22.0,0.0,0.0,0.435,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.4,0.0,0.0,0.0,0.0,0.0,238.0,0.366,0.0,0.0,0.0,238.0,0.366,0.366,72.0,102.0,0.706,0.0,0.0,112.0,27.0,0.0,0.0,92.0,246.0,213.0
396,41.0,0.0,0.0,0.44,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,2.2,0.0,0.0,0.0,0.0,0.0,362.0,0.376,0.0,0.0,0.0,362.0,0.376,0.376,110.0,163.0,0.675,0.0,0.0,226.0,64.0,0.0,0.0,145.0,382.0,190.0
404,63.0,0.0,0.0,0.354,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,2.1,0.9,0.0,0.0,0.0,0.0,0.0,353.0,0.295,0.0,0.0,0.0,353.0,0.295,0.295,76.0,109.0,0.697,0.0,0.0,297.0,76.0,0.0,0.0,220.0,284.0,203.0
412,58.0,0.0,0.0,0.35,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,0.7,-0.6,0.0,0.0,0.0,0.0,0.0,351.0,0.316,0.0,0.0,0.0,351.0,0.316,0.316,45.0,70.0,0.643,0.0,0.0,219.0,77.0,0.0,0.0,164.0,267.0,190.0
413,46.0,0.0,0.0,0.371,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.342,0.0,0.0,0.0,298.0,0.342,0.342,35.0,54.0,0.648,0.0,0.0,184.0,67.0,0.0,0.0,152.0,239.0,206.0
414,12.0,0.0,0.0,0.233,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.2,-0.5,0.0,0.0,0.0,0.0,0.0,53.0,0.17,0.0,0.0,0.0,53.0,0.17,0.17,10.0,16.0,0.625,0.0,0.0,35.0,10.0,0.0,0.0,12.0,28.0,190.0
428,68.0,0.0,0.0,0.509,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.4,23.4,0.0,0.0,0.0,0.0,0.0,1584.0,0.428,0.0,0.0,0.0,1584.0,0.428,0.428,576.0,717.0,0.803,0.0,0.0,958.0,208.0,0.0,0.0,308.0,1932.0,198.0
442,67.0,0.0,0.0,0.464,0.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.8,4.9,0.0,0.0,0.0,0.0,0.0,479.0,0.338,0.0,0.0,0.0,479.0,0.338,0.338,246.0,308.0,0.799,0.0,0.0,404.0,62.0,0.0,0.0,255.0,570.0,201.0
443,16.0,0.0,0.0,0.441,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.9,0.0,0.0,0.0,0.0,0.0,127.0,0.291,0.0,0.0,0.0,127.0,0.291,0.291,74.0,93.0,0.796,0.0,0.0,106.0,22.0,0.0,0.0,60.0,148.0,196.0
444,2.0,0.0,0.0,0.29,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.0,0.0,0.0,15.0,0.2,0.2,5.0,9.0,0.556,0.0,0.0,3.0,3.0,0.0,0.0,5.0,11.0,193.0
445,49.0,0.0,0.0,0.481,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.5,4.1,0.0,0.0,0.0,0.0,0.0,337.0,0.362,0.0,0.0,0.0,337.0,0.362,0.362,167.0,206.0,0.811,0.0,0.0,295.0,37.0,0.0,0.0,190.0,411.0,198.0
448,53.0,0.0,0.0,0.399,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.5,0.0,0.0,0.0,0.0,0.0,384.0,0.339,0.0,0.0,0.0,384.0,0.339,0.339,99.0,150.0,0.66,0.0,0.0,288.0,66.0,0.0,0.0,188.0,359.0,193.0
449,17.0,0.0,0.0,0.419,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,81.0,0.37,0.0,0.0,0.0,81.0,0.37,0.37,20.0,33.0,0.606,0.0,0.0,38.0,8.0,0.0,0.0,45.0,80.0,190.0
450,36.0,0.0,0.0,0.394,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.3,1.2,0.0,0.0,0.0,0.0,0.0,303.0,0.33,0.0,0.0,0.0,303.0,0.33,0.33,79.0,117.0,0.675,0.0,0.0,250.0,58.0,0.0,0.0,143.0,279.0,193.0
456,66.0,0.0,0.0,0.475,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,2.8,9.3,0.0,0.0,0.0,0.0,0.0,940.0,0.401,0.0,0.0,0.0,940.0,0.401,0.401,323.0,440.0,0.734,0.0,0.0,795.0,158.0,0.0,0.0,278.0,1077.0,188.0
458,64.0,0.0,0.0,0.429,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.3,4.6,0.0,0.0,0.0,0.0,0.0,843.0,0.352,0.0,0.0,0.0,843.0,0.352,0.352,242.0,299.0,0.809,0.0,0.0,511.0,147.0,0.0,0.0,242.0,836.0,196.0
466,20.0,0.0,0.0,0.342,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.3,-0.1,0.0,0.0,0.0,0.0,0.0,84.0,0.286,0.0,0.0,0.0,84.0,0.286,0.286,20.0,35.0,0.571,0.0,0.0,50.0,17.0,0.0,0.0,56.0,68.0,198.0
492,4.0,55.0,7.8,0.319,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,-0.1,-0.098,0.0,0.0,0.0,0.0,22.0,0.273,0.0,0.0,0.0,22.0,0.273,0.273,4.0,7.0,0.571,0.0,0.0,17.0,4.0,0.0,0.0,13.0,16.0,193.0
518,17.0,132.0,21.1,0.557,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.8,0.309,0.0,0.0,0.0,0.0,42.0,0.476,0.0,0.0,0.0,42.0,0.476,0.476,24.0,35.0,0.686,0.0,0.0,31.0,14.0,0.0,0.0,47.0,64.0,180.0
525,66.0,2615.0,21.2,0.45,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.2,7.1,0.13,0.0,0.0,0.0,0.0,989.0,0.394,0.0,0.0,0.0,989.0,0.394,0.394,267.0,394.0,0.678,0.0,0.0,880.0,200.0,0.0,0.0,245.0,1047.0,196.0
526,6.0,41.0,3.8,0.305,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,13.0,0.308,0.0,0.0,0.0,13.0,0.308,0.308,1.0,4.0,0.25,0.0,0.0,10.0,2.0,0.0,0.0,9.0,9.0,198.0
531,66.0,2439.0,17.3,0.451,0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.8,7.2,0.142,0.0,0.0,0.0,0.0,827.0,0.387,0.0,0.0,0.0,827.0,0.387,0.387,264.0,396.0,0.667,0.0,0.0,655.0,130.0,0.0,0.0,254.0,904.0,185.0
538,66.0,2618.0,16.7,0.415,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.0,3.8,0.069,0.0,0.0,0.0,0.0,633.0,0.365,0.0,0.0,0.0,633.0,0.365,0.365,145.0,225.0,0.644,0.0,0.0,880.0,190.0,0.0,0.0,192.0,607.0,175.0
542,64.0,993.0,18.8,0.523,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.5,3.4,0.163,0.0,0.0,0.0,0.0,299.0,0.472,0.0,0.0,0.0,299.0,0.472,0.472,100.0,151.0,0.662,0.0,0.0,342.0,39.0,0.0,0.0,154.0,382.0,185.0
544,66.0,1318.0,16.3,0.488,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.7,4.8,0.175,0.0,0.0,0.0,0.0,460.0,0.413,0.0,0.0,0.0,460.0,0.413,0.413,149.0,187.0,0.797,0.0,0.0,288.0,63.0,0.0,0.0,190.0,529.0,206.0
554,66.0,2631.0,22.6,0.544,0.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,2.6,13.8,0.252,0.0,0.0,0.0,0.0,888.0,0.432,0.0,0.0,0.0,888.0,0.432,0.432,496.0,621.0,0.799,0.0,0.0,529.0,232.0,0.0,0.0,174.0,1264.0,206.0
555,60.0,581.0,10.8,0.37,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.6,0.1,0.006,0.0,0.0,0.0,0.0,227.0,0.344,0.0,0.0,0.0,227.0,0.344,0.344,26.0,43.0,0.605,0.0,0.0,132.0,63.0,0.0,0.0,91.0,182.0,201.0
564,66.0,1781.0,11.5,0.409,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.021,0.0,0.0,0.0,0.0,571.0,0.354,0.0,0.0,0.0,571.0,0.354,0.354,116.0,148.0,0.784,0.0,0.0,492.0,87.0,0.0,0.0,252.0,520.0,185.0
565,64.0,2572.0,26.5,0.459,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,8.0,14.4,0.268,0.0,0.0,0.0,0.0,1414.0,0.385,0.0,0.0,0.0,1414.0,0.385,0.385,433.0,555.0,0.78,0.0,0.0,866.0,194.0,0.0,0.0,286.0,1523.0,206.0
574,64.0,1789.0,20.0,0.468,0.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.7,5.8,0.156,0.0,0.0,0.0,0.0,636.0,0.349,0.0,0.0,0.0,636.0,0.349,0.349,323.0,418.0,0.773,0.0,0.0,435.0,123.0,0.0,0.0,218.0,767.0,198.0
575,7.0,63.0,15.0,0.444,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.126,0.0,0.0,0.0,0.0,20.0,0.25,0.0,0.0,0.0,20.0,0.25,0.25,14.0,16.0,0.875,0.0,0.0,20.0,5.0,0.0,0.0,19.0,24.0,190.0
576,57.0,1726.0,20.1,0.469,0.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6,5.6,0.157,0.0,0.0,0.0,0.0,616.0,0.352,0.0,0.0,0.0,616.0,0.352,0.352,309.0,402.0,0.769,0.0,0.0,415.0,118.0,0.0,0.0,199.0,743.0,201.0
591,66.0,2396.0,20.6,0.463,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.5,6.8,0.137,0.0,0.0,0.0,0.0,926.0,0.394,0.0,0.0,0.0,926.0,0.394,0.394,302.0,431.0,0.701,0.0,0.0,841.0,150.0,0.0,0.0,258.0,1032.0,193.0
592,66.0,2543.0,15.2,0.478,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,3.2,7.8,0.148,0.0,0.0,0.0,0.0,749.0,0.401,0.0,0.0,0.0,749.0,0.401,0.401,254.0,330.0,0.77,0.0,0.0,549.0,128.0,0.0,0.0,249.0,854.0,183.0
597,12.0,167.0,3.9,0.33,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.1,-0.3,-0.092,0.0,0.0,0.0,0.0,65.0,0.292,0.0,0.0,0.0,65.0,0.292,0.292,9.0,14.0,0.643,0.0,0.0,26.0,6.0,0.0,0.0,25.0,47.0,185.0
602,63.0,882.0,15.9,0.408,0.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,1.3,0.07,0.0,0.0,0.0,0.0,236.0,0.322,0.0,0.0,0.0,236.0,0.322,0.322,96.0,155.0,0.619,0.0,0.0,331.0,66.0,0.0,0.0,141.0,248.0,190.0
604,66.0,1558.0,17.7,0.442,0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.5,3.3,0.102,0.0,0.0,0.0,0.0,600.0,0.378,0.0,0.0,0.0,600.0,0.378,0.378,175.0,254.0,0.689,0.0,0.0,471.0,121.0,0.0,0.0,214.0,629.0,213.0
607,28.0,525.0,10.1,0.377,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.3,-0.1,-0.01,0.0,0.0,0.0,0.0,165.0,0.321,0.0,0.0,0.0,165.0,0.321,0.321,41.0,68.0,0.603,0.0,0.0,148.0,25.0,0.0,0.0,81.0,147.0,193.0
