,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FGA,FG%,3P,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,height
1210,72.0,1154.0,11.0,0.42,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.044,0.0,0.0,0.0,0.0,390.0,0.349,0.0,0.0,0.0,390.0,0.349,0.349,109.0,144.0,0.757,0.0,0.0,272.0,81.0,0.0,0.0,162.0,381.0,188.0
1212,48.0,1695.0,20.9,0.45,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.6,6.2,0.176,0.0,0.0,0.0,0.0,649.0,0.427,0.0,0.0,0.0,649.0,0.427,0.427,152.0,309.0,0.492,0.0,0.0,943.0,88.0,0.0,0.0,143.0,706.0,203.0
1219,72.0,1673.0,18.9,0.522,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.0,6.7,0.193,0.0,0.0,0.0,0.0,535.0,0.439,0.0,0.0,0.0,535.0,0.439,0.439,269.0,393.0,0.684,0.0,0.0,642.0,79.0,0.0,0.0,269.0,739.0,201.0
1226,69.0,1176.0,12.2,0.427,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.8,0.073,0.0,0.0,0.0,0.0,559.0,0.388,0.0,0.0,0.0,559.0,0.388,0.388,88.0,120.0,0.733,0.0,0.0,220.0,56.0,0.0,0.0,168.0,522.0,183.0
1244,14.0,171.0,8.6,0.325,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.1,-0.4,-0.103,0.0,0.0,0.0,0.0,70.0,0.314,0.0,0.0,0.0,70.0,0.314,0.314,11.0,33.0,0.333,0.0,0.0,64.0,6.0,0.0,0.0,15.0,55.0,190.0
1256,72.0,2184.0,13.6,0.42,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2,2.4,0.052,0.0,0.0,0.0,0.0,796.0,0.349,0.0,0.0,0.0,796.0,0.349,0.349,247.0,366.0,0.675,0.0,0.0,954.0,52.0,0.0,0.0,311.0,803.0,198.0
1260,72.0,1709.0,18.9,0.512,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.3,5.8,0.164,0.0,0.0,0.0,0.0,688.0,0.442,0.0,0.0,0.0,688.0,0.442,0.442,271.0,389.0,0.697,0.0,0.0,747.0,52.0,0.0,0.0,283.0,879.0,201.0
1262,72.0,2200.0,20.0,0.491,0.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.0,6.4,0.139,0.0,0.0,0.0,0.0,982.0,0.398,0.0,0.0,0.0,982.0,0.398,0.398,428.0,566.0,0.756,0.0,0.0,876.0,108.0,0.0,0.0,299.0,1210.0,201.0
1281,71.0,2408.0,22.5,0.518,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,3.1,11.3,0.224,0.0,0.0,0.0,0.0,1102.0,0.429,0.0,0.0,0.0,1102.0,0.429,0.429,442.0,540.0,0.819,0.0,0.0,790.0,166.0,0.0,0.0,233.0,1388.0,211.0
1283,58.0,898.0,16.1,0.443,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,1.5,0.082,0.0,0.0,0.0,0.0,467.0,0.413,0.0,0.0,0.0,467.0,0.413,0.413,64.0,93.0,0.688,0.0,0.0,301.0,37.0,0.0,0.0,108.0,450.0,180.0
1285,46.0,823.0,16.0,0.438,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,1.3,0.075,0.0,0.0,0.0,0.0,433.0,0.409,0.0,0.0,0.0,433.0,0.409,0.409,59.0,87.0,0.678,0.0,0.0,277.0,32.0,0.0,0.0,97.0,413.0,206.0
1287,72.0,2384.0,17.9,0.454,0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.2,5.8,0.118,0.0,0.0,0.0,0.0,1020.0,0.399,0.0,0.0,0.0,1020.0,0.399,0.399,280.0,422.0,0.664,0.0,0.0,963.0,88.0,0.0,0.0,197.0,1094.0,201.0
1289,68.0,1259.0,14.2,0.441,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,1.3,0.05,0.0,0.0,0.0,0.0,527.0,0.378,0.0,0.0,0.0,527.0,0.378,0.378,135.0,176.0,0.767,0.0,0.0,502.0,27.0,0.0,0.0,182.0,533.0,185.0
1293,71.0,2589.0,22.2,0.483,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.4,10.1,0.187,0.0,0.0,0.0,0.0,1540.0,0.441,0.0,0.0,0.0,1540.0,0.441,0.441,301.0,405.0,0.743,0.0,0.0,862.0,134.0,0.0,0.0,236.0,1659.0,201.0
1294,72.0,1908.0,18.4,0.489,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.8,6.3,0.157,0.0,0.0,0.0,0.0,879.0,0.428,0.0,0.0,0.0,879.0,0.428,0.428,267.0,369.0,0.724,0.0,0.0,478.0,143.0,0.0,0.0,156.0,1019.0,196.0
1304,13.0,79.0,6.9,0.378,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,-0.001,0.0,0.0,0.0,0.0,26.0,0.346,0.0,0.0,0.0,26.0,0.346,0.346,3.0,4.0,0.75,0.0,0.0,26.0,0.0,0.0,0.0,12.0,21.0,196.0
1320,63.0,1119.0,9.9,0.406,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,2.0,1.8,0.076,0.0,0.0,0.0,0.0,397.0,0.338,0.0,0.0,0.0,397.0,0.338,0.338,114.0,167.0,0.683,0.0,0.0,360.0,50.0,0.0,0.0,195.0,382.0,198.0
1322,69.0,2640.0,22.8,0.465,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,7.7,11.3,0.206,0.0,0.0,0.0,0.0,1032.0,0.442,0.0,0.0,0.0,1032.0,0.442,0.442,230.0,443.0,0.519,0.0,0.0,1564.0,202.0,0.0,0.0,181.0,1142.0,190.0
1331,72.0,1824.0,14.7,0.461,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.2,4.2,0.11,0.0,0.0,0.0,0.0,545.0,0.396,0.0,0.0,0.0,545.0,0.396,0.396,190.0,293.0,0.648,0.0,0.0,749.0,130.0,0.0,0.0,279.0,622.0,201.0
1337,67.0,1305.0,9.9,0.448,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,1.4,0.053,0.0,0.0,0.0,0.0,419.0,0.384,0.0,0.0,0.0,419.0,0.384,0.384,127.0,187.0,0.679,0.0,0.0,332.0,57.0,0.0,0.0,225.0,449.0,193.0
1338,50.0,1098.0,10.4,0.456,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.4,0.06,0.0,0.0,0.0,0.0,353.0,0.399,0.0,0.0,0.0,353.0,0.399,0.399,100.0,150.0,0.667,0.0,0.0,281.0,51.0,0.0,0.0,183.0,382.0,196.0
1339,17.0,207.0,6.8,0.407,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.017,0.0,0.0,0.0,0.0,66.0,0.303,0.0,0.0,0.0,66.0,0.303,0.303,27.0,37.0,0.73,0.0,0.0,51.0,6.0,0.0,0.0,42.0,67.0,206.0
1344,68.0,1182.0,13.5,0.425,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,1.1,0.046,0.0,0.0,0.0,0.0,490.0,0.357,0.0,0.0,0.0,490.0,0.357,0.357,150.0,224.0,0.67,0.0,0.0,480.0,34.0,0.0,0.0,175.0,500.0,216.0
1368,64.0,726.0,10.7,0.417,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.9,0.7,0.049,0.0,0.0,0.0,0.0,290.0,0.362,0.0,0.0,0.0,290.0,0.362,0.362,83.0,140.0,0.593,0.0,0.0,233.0,34.0,0.0,0.0,148.0,293.0,206.0
1369,72.0,2338.0,13.9,0.423,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,3.3,3.2,0.066,0.0,0.0,0.0,0.0,904.0,0.352,0.0,0.0,0.0,904.0,0.352,0.352,297.0,452.0,0.657,0.0,0.0,958.0,64.0,0.0,0.0,332.0,933.0,201.0
1371,66.0,1590.0,16.3,0.446,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7,1.9,0.057,0.0,0.0,0.0,0.0,702.0,0.387,0.0,0.0,0.0,702.0,0.387,0.387,206.0,314.0,0.656,0.0,0.0,597.0,96.0,0.0,0.0,232.0,750.0,208.0
1374,72.0,1588.0,14.0,0.445,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.061,0.0,0.0,0.0,0.0,700.0,0.371,0.0,0.0,0.0,700.0,0.371,0.371,229.0,321.0,0.713,0.0,0.0,569.0,49.0,0.0,0.0,275.0,749.0,185.0
1377,72.0,1933.0,16.1,0.473,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.5,4.2,0.105,0.0,0.0,0.0,0.0,771.0,0.39,0.0,0.0,0.0,771.0,0.39,0.39,280.0,366.0,0.765,0.0,0.0,627.0,91.0,0.0,0.0,233.0,882.0,213.0
1400,28.0,393.0,15.6,0.437,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.7,0.091,0.0,0.0,0.0,0.0,164.0,0.329,0.0,0.0,0.0,164.0,0.329,0.329,69.0,88.0,0.784,0.0,0.0,139.0,21.0,0.0,0.0,50.0,177.0,193.0
1405,72.0,2671.0,19.4,0.494,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.6,8.7,0.157,0.0,0.0,0.0,0.0,1139.0,0.441,0.0,0.0,0.0,1139.0,0.441,0.441,281.0,367.0,0.766,0.0,0.0,1008.0,142.0,0.0,0.0,183.0,1285.0,218.0
1406,72.0,1578.0,12.4,0.432,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.2,1.5,0.044,0.0,0.0,0.0,0.0,679.0,0.399,0.0,0.0,0.0,679.0,0.399,0.399,92.0,123.0,0.748,0.0,0.0,491.0,50.0,0.0,0.0,212.0,634.0,185.0
1410,70.0,1599.0,22.3,0.507,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.8,6.5,0.194,0.0,0.0,0.0,0.0,885.0,0.454,0.0,0.0,0.0,885.0,0.454,0.454,205.0,250.0,0.82,0.0,0.0,605.0,91.0,0.0,0.0,216.0,1009.0,201.0
1411,14.0,196.0,7.6,0.36,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.2,-0.2,-0.041,0.0,0.0,0.0,0.0,75.0,0.293,0.0,0.0,0.0,75.0,0.293,0.293,21.0,35.0,0.6,0.0,0.0,40.0,13.0,0.0,0.0,20.0,65.0,211.0
1423,67.0,1624.0,13.9,0.465,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,2.4,0.07,0.0,0.0,0.0,0.0,633.0,0.404,0.0,0.0,0.0,633.0,0.404,0.404,178.0,246.0,0.724,0.0,0.0,472.0,65.0,0.0,0.0,211.0,690.0,193.0
1427,66.0,1037.0,7.9,0.386,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.4,-0.3,-0.014,0.0,0.0,0.0,0.0,307.0,0.355,0.0,0.0,0.0,307.0,0.355,0.355,44.0,73.0,0.603,0.0,0.0,278.0,51.0,0.0,0.0,138.0,262.0,188.0
1431,65.0,950.0,11.5,0.467,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,1.7,0.088,0.0,0.0,0.0,0.0,317.0,0.429,0.0,0.0,0.0,317.0,0.429,0.429,53.0,71.0,0.746,0.0,0.0,317.0,32.0,0.0,0.0,171.0,325.0,201.0
1437,70.0,2979.0,20.7,0.493,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,8.2,12.9,0.208,0.0,0.0,0.0,0.0,997.0,0.457,0.0,0.0,0.0,997.0,0.457,0.457,256.0,428.0,0.598,0.0,0.0,1612.0,222.0,0.0,0.0,161.0,1168.0,190.0
1438,72.0,2743.0,10.8,0.381,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8,3.3,-0.6,-0.01,0.0,0.0,0.0,0.0,1380.0,0.363,0.0,0.0,0.0,1380.0,0.363,0.363,110.0,176.0,0.625,0.0,0.0,826.0,71.0,0.0,0.0,276.0,1112.0,185.0
1443,72.0,1713.0,12.1,0.469,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.9,3.3,0.091,0.0,0.0,0.0,0.0,381.0,0.386,0.0,0.0,0.0,381.0,0.386,0.386,139.0,184.0,0.755,0.0,0.0,657.0,103.0,0.0,0.0,261.0,433.0,203.0
1454,69.0,1586.0,12.0,0.442,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,1.5,0.046,0.0,0.0,0.0,0.0,606.0,0.396,0.0,0.0,0.0,606.0,0.396,0.396,129.0,190.0,0.679,0.0,0.0,485.0,33.0,0.0,0.0,180.0,609.0,203.0
1460,58.0,670.0,7.6,0.33,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,0.6,-1.3,-0.09,0.0,0.0,0.0,0.0,312.0,0.292,0.0,0.0,0.0,312.0,0.292,0.292,48.0,84.0,0.571,0.0,0.0,279.0,22.0,0.0,0.0,123.0,230.0,203.0
1473,72.0,3338.0,28.0,0.493,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,17.0,0.245,0.0,0.0,0.0,0.0,2311.0,0.461,0.0,0.0,0.0,2311.0,0.461,0.461,577.0,991.0,0.582,0.0,0.0,1941.0,168.0,0.0,0.0,150.0,2707.0,193.0
1479,71.0,1119.0,12.3,0.404,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1.3,0.5,0.022,0.0,0.0,0.0,0.0,526.0,0.365,0.0,0.0,0.0,526.0,0.365,0.365,108.0,188.0,0.574,0.0,0.0,456.0,54.0,0.0,0.0,168.0,492.0,188.0
1480,66.0,2140.0,15.5,0.459,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.1,3.9,0.087,0.0,0.0,0.0,0.0,871.0,0.361,0.0,0.0,0.0,871.0,0.361,0.361,376.0,508.0,0.74,0.0,0.0,883.0,80.0,0.0,0.0,310.0,1004.0,206.0
1482,73.0,1594.0,16.1,0.464,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.5,2.0,0.061,0.0,0.0,0.0,0.0,690.0,0.439,0.0,0.0,0.0,690.0,0.439,0.439,167.0,325.0,0.514,0.0,0.0,692.0,83.0,0.0,0.0,226.0,773.0,208.0
1484,47.0,882.0,11.3,0.423,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.9,0.8,0.045,0.0,0.0,0.0,0.0,355.0,0.383,0.0,0.0,0.0,355.0,0.383,0.383,70.0,112.0,0.625,0.0,0.0,340.0,31.0,0.0,0.0,177.0,342.0,203.0
1485,16.0,186.0,8.9,0.373,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.1,-0.2,-0.06,0.0,0.0,0.0,0.0,94.0,0.33,0.0,0.0,0.0,94.0,0.33,0.33,19.0,33.0,0.576,0.0,0.0,82.0,2.0,0.0,0.0,44.0,81.0,190.0
1486,31.0,696.0,12.0,0.441,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,1.1,0.073,0.0,0.0,0.0,0.0,261.0,0.402,0.0,0.0,0.0,261.0,0.402,0.402,51.0,79.0,0.646,0.0,0.0,258.0,29.0,0.0,0.0,133.0,261.0,188.0
1488,62.0,875.0,11.5,0.466,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,1.4,0.078,0.0,0.0,0.0,0.0,338.0,0.426,0.0,0.0,0.0,338.0,0.426,0.426,76.0,119.0,0.639,0.0,0.0,233.0,40.0,0.0,0.0,132.0,364.0,185.0
1514,75.0,2066.0,15.3,0.449,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.6,1.9,0.045,0.0,0.0,0.0,0.0,970.0,0.393,0.0,0.0,0.0,970.0,0.393,0.393,242.0,338.0,0.716,0.0,0.0,624.0,207.0,0.0,0.0,227.0,1004.0,206.0
1516,75.0,2372.0,15.7,0.443,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,3.8,0.078,0.0,0.0,0.0,0.0,1111.0,0.392,0.0,0.0,0.0,1111.0,0.392,0.392,233.0,310.0,0.752,0.0,0.0,913.0,167.0,0.0,0.0,207.0,1105.0,185.0
1518,75.0,1269.0,11.0,0.43,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.045,0.0,0.0,0.0,0.0,605.0,0.392,0.0,0.0,0.0,605.0,0.392,0.392,98.0,136.0,0.721,0.0,0.0,327.0,38.0,0.0,0.0,210.0,572.0,198.0
1523,68.0,1953.0,23.3,0.527,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,1.9,9.0,0.221,0.0,0.0,0.0,0.0,1174.0,0.468,0.0,0.0,0.0,1174.0,0.468,0.468,316.0,385.0,0.821,0.0,0.0,721.0,127.0,0.0,0.0,248.0,1416.0,201.0
1534,74.0,1482.0,11.5,0.47,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,1.9,0.062,0.0,0.0,0.0,0.0,574.0,0.429,0.0,0.0,0.0,574.0,0.429,0.429,119.0,174.0,0.684,0.0,0.0,389.0,70.0,0.0,0.0,224.0,611.0,183.0
1535,20.0,400.0,13.3,0.505,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.8,0.098,0.0,0.0,0.0,0.0,155.0,0.458,0.0,0.0,0.0,155.0,0.458,0.458,39.0,55.0,0.709,0.0,0.0,111.0,17.0,0.0,0.0,65.0,181.0,208.0
1536,54.0,1082.0,10.8,0.456,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,1.1,0.049,0.0,0.0,0.0,0.0,419.0,0.418,0.0,0.0,0.0,419.0,0.418,0.418,80.0,119.0,0.672,0.0,0.0,278.0,53.0,0.0,0.0,159.0,430.0,193.0
1548,2.0,17.0,0.7,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,0.0,0.0,0.0,0.0,3.0,0.333,0.0,0.0,0.0,3.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,208.0
1550,66.0,808.0,8.1,0.372,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,1.6,0.4,0.026,0.0,0.0,0.0,0.0,332.0,0.34,0.0,0.0,0.0,332.0,0.34,0.34,59.0,117.0,0.504,0.0,0.0,312.0,27.0,0.0,0.0,158.0,285.0,188.0
1554,74.0,3146.0,20.1,0.496,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,8.9,13.8,0.211,0.0,0.0,0.0,0.0,1189.0,0.467,0.0,0.0,0.0,1189.0,0.467,0.467,240.0,392.0,0.612,0.0,0.0,1778.0,277.0,0.0,0.0,210.0,1350.0,201.0
1562,41.0,651.0,0.0,0.459,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.391,0.0,0.0,0.0,151.0,0.391,0.391,53.0,80.0,0.663,0.0,0.0,221.0,62.0,0.0,0.0,142.0,171.0,201.0
1573,74.0,2033.0,12.8,0.456,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8,2.3,0.053,0.0,0.0,0.0,0.0,952.0,0.426,0.0,0.0,0.0,952.0,0.426,0.426,133.0,189.0,0.704,0.0,0.0,598.0,80.0,0.0,0.0,258.0,945.0,188.0
1578,20.0,174.0,2.5,0.356,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,-0.002,0.0,0.0,0.0,0.0,40.0,0.3,0.0,0.0,0.0,40.0,0.3,0.3,7.0,8.0,0.875,0.0,0.0,50.0,2.0,0.0,0.0,47.0,31.0,196.0
1593,79.0,3773.0,27.8,0.519,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,6.5,18.8,0.24,0.0,0.0,0.0,0.0,2457.0,0.509,0.0,0.0,0.0,2457.0,0.509,0.509,531.0,1054.0,0.504,0.0,0.0,2149.0,148.0,0.0,0.0,130.0,3033.0,206.0
1599,28.0,308.0,12.9,0.466,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.062,0.0,0.0,0.0,0.0,135.0,0.393,0.0,0.0,0.0,135.0,0.393,0.393,39.0,47.0,0.83,0.0,0.0,94.0,17.0,0.0,0.0,50.0,145.0,203.0
1600,73.0,2044.0,16.3,0.484,0.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.4,3.7,0.088,0.0,0.0,0.0,0.0,706.0,0.405,0.0,0.0,0.0,706.0,0.405,0.405,281.0,400.0,0.703,0.0,0.0,1028.0,139.0,0.0,0.0,313.0,853.0,208.0
1601,79.0,2233.0,16.2,0.49,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.1,3.4,0.073,0.0,0.0,0.0,0.0,1015.0,0.451,0.0,0.0,0.0,1015.0,0.451,0.451,221.0,331.0,0.668,0.0,0.0,864.0,127.0,0.0,0.0,286.0,1137.0,203.0
1605,78.0,1510.0,9.6,0.433,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.9,1.8,0.057,0.0,0.0,0.0,0.0,508.0,0.372,0.0,0.0,0.0,508.0,0.372,0.372,135.0,193.0,0.699,0.0,0.0,539.0,37.0,0.0,0.0,302.0,513.0,185.0
1607,79.0,1657.0,16.5,0.5,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.8,3.9,0.113,0.0,0.0,0.0,0.0,776.0,0.451,0.0,0.0,0.0,776.0,0.451,0.451,189.0,255.0,0.741,0.0,0.0,500.0,129.0,0.0,0.0,205.0,889.0,208.0
1608,68.0,1208.0,13.7,0.475,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.8,3.1,0.124,0.0,0.0,0.0,0.0,489.0,0.397,0.0,0.0,0.0,489.0,0.397,0.397,164.0,208.0,0.788,0.0,0.0,389.0,77.0,0.0,0.0,185.0,552.0,190.0
1620,79.0,1131.0,8.9,0.368,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,1.5,-0.3,-0.015,0.0,0.0,0.0,0.0,463.0,0.335,0.0,0.0,0.0,463.0,0.335,0.335,76.0,140.0,0.543,0.0,0.0,550.0,31.0,0.0,0.0,262.0,386.0,201.0
1626,62.0,994.0,8.7,0.416,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.3,0.0,0.001,0.0,0.0,0.0,0.0,310.0,0.394,0.0,0.0,0.0,310.0,0.394,0.394,49.0,96.0,0.51,0.0,0.0,296.0,51.0,0.0,0.0,143.0,293.0,203.0
1635,79.0,2064.0,13.3,0.437,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.6,0.015,0.0,0.0,0.0,0.0,933.0,0.386,0.0,0.0,0.0,933.0,0.386,0.386,206.0,287.0,0.718,0.0,0.0,674.0,181.0,0.0,0.0,273.0,926.0,190.0
1636,48.0,1140.0,14.6,0.448,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.6,0.023,0.0,0.0,0.0,0.0,511.0,0.395,0.0,0.0,0.0,511.0,0.395,0.395,117.0,160.0,0.731,0.0,0.0,424.0,107.0,0.0,0.0,150.0,521.0,190.0
1637,31.0,924.0,11.8,0.424,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.3,0.1,0.005,0.0,0.0,0.0,0.0,422.0,0.374,0.0,0.0,0.0,422.0,0.374,0.374,89.0,127.0,0.701,0.0,0.0,250.0,74.0,0.0,0.0,123.0,405.0,198.0
1639,79.0,2676.0,13.7,0.445,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.1,3.9,0.07,0.0,0.0,0.0,0.0,1056.0,0.397,0.0,0.0,0.0,1056.0,0.397,0.397,218.0,299.0,0.729,0.0,0.0,951.0,199.0,0.0,0.0,230.0,1056.0,211.0
1640,75.0,1655.0,10.0,0.421,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.8,1.3,0.037,0.0,0.0,0.0,0.0,692.0,0.392,0.0,0.0,0.0,692.0,0.392,0.392,75.0,93.0,0.806,0.0,0.0,456.0,68.0,0.0,0.0,223.0,617.0,193.0
1646,67.0,2111.0,20.5,0.502,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.4,8.5,0.193,0.0,0.0,0.0,0.0,1321.0,0.453,0.0,0.0,0.0,1321.0,0.453,0.453,273.0,329.0,0.83,0.0,0.0,677.0,172.0,0.0,0.0,248.0,1471.0,193.0
1654,55.0,688.0,9.8,0.434,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.013,0.0,0.0,0.0,0.0,310.0,0.403,0.0,0.0,0.0,310.0,0.403,0.403,44.0,65.0,0.677,0.0,0.0,179.0,30.0,0.0,0.0,128.0,294.0,206.0
1659,75.0,1216.0,10.2,0.475,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,1.0,0.039,0.0,0.0,0.0,0.0,364.0,0.429,0.0,0.0,0.0,364.0,0.429,0.429,85.0,122.0,0.697,0.0,0.0,367.0,69.0,0.0,0.0,199.0,397.0,196.0
1668,78.0,3458.0,18.1,0.454,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,11.3,13.0,0.181,0.0,0.0,0.0,0.0,1250.0,0.426,0.0,0.0,0.0,1250.0,0.426,0.426,258.0,469.0,0.55,0.0,0.0,1868.0,268.0,0.0,0.0,155.0,1322.0,190.0
1687,79.0,3344.0,26.3,0.554,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2.8,16.3,0.233,0.0,0.0,0.0,0.0,1875.0,0.519,0.0,0.0,0.0,1875.0,0.519,0.519,549.0,853.0,0.644,0.0,0.0,1500.0,210.0,0.0,0.0,281.0,2495.0,198.0
